,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2000-03-24,"Wetlands Preserve, New York, NY, USA",,None,{},,"Sociable Jimmy,  All Things Ninja,  Walk the Proud Land,  Prowler >  2x2,  The Fussy Dutchman,  Phil's Farm,  Slacker,  Der Bluten Kat",,,,,,,,,,,
0,2000-03-25,"Jimmy Seaside, Stamford, CT, USA",,None,"{'1': ""with Jesu, Joy of Man's Desiring (Bach) tease"", '2': 'with Waterfalls (TLC) quote'}",,,"Mamu,  Much Obliged >  Chameleon >  Much Obliged,  You Can't Blame the Youth,  Nachos for Two,  All In Time,  Slacker >  The Other Side of Things[1] >  Drums >  Kimble,  All Night Long","A Go Go >  Sociable Jimmy >  A Go Go,  Prowler >  Front Porch[2] >  Bob's Cloud >  Front Porch,  Hey Nineteen >  Q*Bert >  I Want You Back,  2x2,  Hangover >  Garbage Man >  Hangover,  Example 1,  Divisions",,Se A Cabo,,,,,,,
0,2000-03-31,"The Patio, Indianapolis, IN, USA",,None,{'1': 'with Kabump tease'},,,"Red Baron >  Slacker[1] >  Mamu,  Equal Rights,  Example 1,  Phil's Farm >  Wabash,  Sociable Jimmy,  Down Under","Pow >  All In Time,  Front Porch >  Bob's Cloud >  Front Porch >  Track Meet,  Billie Jean,  Der Bluten Kat >  Q*Bert >  Prowler >  2x2,  Cissy Strut,  Hangover,  Chevrolet",,Ask Me No Questions,,,,,,,
0,2000-04-01,"The Bluebird Nightclub, Bloomington, IN, USA",,None,{},,,"Divisions,  Walk the Proud Land,  My Favorite Things >  Hajimemashite >  Much Obliged,  Jesus Is Just Alright >  August >  FF >  The Fussy Dutchman","Prowler >  Sociable Jimmy,  Regulate,  Thin Air,  Q*Bert,  Rosanna,  All Things Ninja,  Church",,,,,,,,,
0,2000-04-07,"The State Theatre, South Bend, IN, USA",,None,"{'1': ""with Jesu, Joy of Man's Desiring (Bach) tease"", '2': 'with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone', '3': 'with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone, and Aren VanHousen on trumpet', '4': 'debut, Tower of Power; with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone, Aren VanHousen on trumpet, and Patrick Parks on vocals', '5': 'with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone, and Aren VanHousen on trumpet; with Waterfalls (TLC) quote', '6': 'debut, Huey Lewis; instrumental; with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone, and Aren VanHousen on trumpet', '7': 'debut, Jaco Pastorius; with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone, and Aren VanHousen on trumpet', '8': 'debut, Marvin Gaye; with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone and flute, Aren VanHousen on trumpet, and Patrick Parks on vocals', '9': 'with Rich Cohen on alto saxophone, John Wiseman on tenor and baritone saxophone, and Aren VanHousen on trumpet; with Get Down (War) quote'}",,,"Divisions,  Nachos for Two,  Sociable Jimmy >  Sweetness >  The Other Side of Things[1] >  Drums,  Q*Bert[2],  Example 1[3],  Hey Nineteen >  Thin Air","Der Bluten Kat,  The Skunk, The Goose, and The Fly[4],  Front Porch[5] >  I Want a New Drug[6],  Prowler >  FF >  The Fussy Dutchman,  Much Obliged,  The Chicken[7],  Let's Get It On[8],  Pick Up the Pieces[9]",,,,,,,,,
0,2000-04-14,"Martyrs', Chicago, IL, USA",Ray's Music Exchange,['Nachos For Two was followed by a Cantina Band (John Williams) tease from Joel and a This Is How We Do It (Montell Jordan) quote from Brendan. Hangover was quoted after Raymond.'],"{'1': 'with Rich Cohen and John Wiseman on saxophones; with Waterfalls (TLC) quote', '2': 'with Rich Cohen and John Wiseman on saxophones', '3': 'with Cantina Band (John Williams) tease', '4': 'debut, Miles Davis; with Rich Cohen and John Wiseman on saxophones and Michael ""Mad Dog"" Mavridoglou on trumpet', '5': 'with Rich Cohen on saxophone', '6': 'with Rich Cohen and John Wiseman on saxophones, Michael ""Mad Dog"" Mavridoglou on trumpet, and Paul Hogan on keys', '7': 'debut, Béla Fleck; with Rich Cohen and John Wiseman on saxophones', '8': 'with Rich Cohen and John Wiseman on saxophones and Michael ""Mad Dog"" Mavridoglou on trumpet, along with Nick Blasky on vocals'}",,"Prowler -> 2x2,  Front Porch[1] >  Bob's Cloud[2] >  Front Porch[2] >  I Want a New Drug[2],  Example 1[2],  Phil's Farm,  Nachos for Two[3],  All Blues[4],  Late in the Evening[2],  Raymond[5],  The Chicken[6],  Slacker[2] >  Stomping Grounds[7] -> Slacker[2],  Q*Bert[2],  The Skunk, The Goose, and The Fly[8]",,,,,,,,,,,
0,2000-04-22,"The Cubby Bear, Chicago, IL, USA",,['Supporting Cats Under the Stars'],"{'1': 'with Simpsons theme (Danny Elfman) tease', '2': 'debut, original; originally debuted as Space Nookie'}",,"Mamu,  Sociable Jimmy,  All In Time,  You Can't Blame the Youth,  All Things Ninja[1],  August,  Hangover,  Fool in the Rain,  2nd Self[2],  Much Obliged",,,,,,,,,,,
0,2000-04-28,"Rockne Memorial, Notre Dame, IN, USA",,None,{'1': 'with two verses of Sister Christian (Night Ranger); Mike on vocals and Andy on drums'},,,"2x2 >  Q*Bert,  Divisions,  Equal Rights,  2nd Self,  Front Porch[1] >  The Fussy Dutchman","Jessica,  Example 1 >  Flying >  Example 1,  Nachos for Two,  Celtic Alleluia,  Slacker,  Down Under,  Prowler,  That's What Love Will Make You Do",,,,,,,,,
0,2000-05-06,"Madison Street Music Festival, South Bend, IN, USA",,None,"{'1': 'with John Wiseman and Rich Cohen on saxophones', '2': 'debut, Bob Marley'}",,,"Der Bluten Kat,  I Want You Back,  Kimble,  Front Porch >  Bob's Cloud >  Front Porch[1],  Example 1[1],  Stomping Grounds[1],  Spain","Trenchtown Rock[2],  2nd Self >  Hajimemashite >  2nd Self,  Prowler >  2x2 >  Burning Down the House,  Regulate,  Much Obliged,  The Fussy Dutchman,  Phil's Farm,  Baby Honey Sugar Darlin'",,Se A Cabo,,,,,,,
0,2000-05-12,"Bell's Brewery, Kalamazoo, MI, USA",,None,{},,,"Slacker >  Sweetness >  Slacker,  Mamu,  Thin Air,  All Things Ninja,  Fool in the Rain,  All In Time,  Cantaloupe Woman,  The Fussy Dutchman","A Go Go,  2nd Self >  August >  Q*Bert >  Orfeo,  Der Bluten Kat,  Trenchtown Rock,  Nachos for Two,  All Night Long",,,,,,,,,
0,2000-05-18,"Brother Jimmy's, Chicago, IL, USA",,None,"{'1': ""with Waterfalls (TLC) quote; ended with Andy's Last Beer jam"", '2': 'ended with California Love (2Pac) quotes (with ""Compton"" changed to ""Ditka"")', '3': 'with Bob jam', '4': 'began with Der Bluten Kat tease from Ryan', '5': 'with Nick Kovach on harmonica'}",,,"Phil's Farm,  Example 1 -> Flying >  Example 1,  Lively Up Yourself,  Raymond >  Sociable Jimmy,  Rosanna,  Nachos for Two","Prowler >  Front Porch[1] >  Regulate[2],  Much Obliged >  Big Bottom[3],  All Things Ninja[4] >  2x2 >  Red Baron[5],  2nd Self >  Celtic Alleluia >  Wabash",,,,,,,,,
0,2000-05-26,"Shank Hall, Milwaukee, WI, USA",,None,"{'1': 'debut (first time played in full), original', '2': 'debut, John Scofield'}",,,"Front Porch >  Bob's Cloud >  Front Porch,  All In Time,  Walk the Proud Land,  The Fussy Dutchman,  The Other Side of Things >  Drums,  Prowler >  2nd Self,  All Night Long","Andy's Last Beer[1],  Chevrolet,  All Things Ninja,  August >  Slacker,  Make Me[2] >  Hangover,  Tonight I'm Gonna Rock You Tonight",,Nachos for Two,,,,,,,
0,2000-05-27,"""The Big Wu Family Reunion"" Jamboree Campground, Black River Falls, WI, USA",,['The Sabre Dance (Aram Khachaturian) was teased before Example 1'],"{'1': 'debut, Edvard Grieg', '2': 'ended with California Love (2Pac) quotes (with ""Compton"" changed to ""Big Wu"")'}",,"The Fussy Dutchman >  Sociable Jimmy >  Phil's Farm >  Divisions,  Example 1,  Trenchtown Rock,  Prowler >  2nd Self >  2x2,  Kimble,  Hey Nineteen >  In the Hall of the Mountain King[1] >  Mamu,  Andy's Last Beer,  Dirty Love,  Der Bluten Kat",,,,Regulate[2],,,,,,,
0,2000-06-09,"The Bluebird Nightclub, Bloomington, IN, USA",,None,{'1': 'with Waterfalls (TLC) quote'},,,"Mamu,  Phil's Farm,  Example 1 >  Flying >  Example 1,  Q*Bert >  Se A Cabo,  Front Porch[1] >  Kimble,  Trenchtown Rock,  All In Time,  Andy's Last Beer","Slacker >  A Go Go,  Sociable Jimmy,  Hangover >  Stop,  2x2,  Nachos for Two,  2nd Self >  Cissy Strut >  The Fussy Dutchman,  Divisions",,,,,,,,,
0,2000-06-10,"Martyrs', Chicago, IL, USA",Left Undone,"[""After Andy's Last Beer, Mike sang Happy Birthday (trad) to Andy (it was his 26th birthday) and Birthday (The Beatles) was teased""]","{'1': ""with Jesu, Joy of Man's Desiring (Bach) tease"", '2': ""with Jesu, Joy of Man's Desiring (Bach) and Woody Woodpecker theme (George Tibbles and Ramey Idriss) teases""}",,,"Der Bluten Kat >  Mamu >  All In Time,  My Favorite Things >  Hajimemashite[1] >  Andy's Last Beer,  Thin Air >  Sweetness,  Billie Jean,  2x2[2]","Q*Bert >  Sociable Jimmy,  Ask Me No Questions,  All Things Ninja,  All Night Long,  Prowler >  2nd Self >  Make Me >  Much Obliged,  Dirty Love",,Equal Rights,,,,,,,
0,2000-06-14,"Club Soda, Kalamazoo, MI, USA",Dr. Didg,None,"{'1': 'debut, Bob Marley', '2': 'with Graham Wiggins on didgeridoo'}",,"Prowler >  Hangover >  2x2 >  Q*Bert >  FF >  Coming In From the Cold[1] >  The Fussy Dutchman,  The Other Side of Things,  Front Porch >  Bob's Cloud[2] >  Front Porch >  Andy's Last Beer,  Jesus Is Just Alright >  Slacker >  Red Baron >  Slacker",,,,Equal Rights,,,,,,,
0,2000-06-15,"The Vogue Theatre, Indianapolis, IN, USA",Ray's Music Exchange,None,"{'1': 'with Graham Wiggins and Todd S. on didgeridoo and guitar', '2': 'ended with Graham Wiggins on didgeridoo', '3': 'debut, Jimi Hendrix', '4': 'with Nick Blasky on vocals, Brad Myers on guitar, and Michael ""Mad Dog"" Mavridoglou on trumpet'}",,,"Andy's Last Beer,  All In Time,  All Night Long,  Der Bluten Kat,  Front Porch >  Bob's Cloud[1],  Nachos for Two","Sociable Jimmy,  Trenchtown Rock,  Phil's Farm,  Example 1,  Hey Nineteen[2],  Power of Soul[3],  August >  Much Obliged[4],  Baby Honey Sugar Darlin' >  Make Me",,,,,,,,,
0,2000-06-16,"The Southgate House, Newport, KY, USA",,"[""Supporting Ray's Music Exchange""]",{'1': 'with Nick Blasky'},,"Mamu,  2nd Self >  Thin Air,  Walk the Proud Land,  Q*Bert,  Divisions >  Kimble,  Chevrolet[1],  All Things Ninja,  Andy's Last Beer",,,,,,,,,,,
0,2000-06-23,"The State Theatre, South Bend, IN, USA",,['Mike briefly sang Happy Birthday before I Want You Back'],"{'1': 'debut, Bob Marley', '2': 'with California Love (2Pac) quotes (with ""Compton"" changed to ""South Bend"")', '3': 'with Waterfalls (TLC) quote and Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease'}",,,"The Fussy Dutchman,  August >  Sociable Jimmy,  Kinky Reggae[1],  Nachos for Two,  2x2[2],  Muff II The Revenge","Andy's Last Beer,  Front Porch[3] >  Up on Cripple Creek >  Prowler >  2nd Self >  Much Obliged >  Drums,  I Want You Back,  Hangover >  Q*Bert >  Hangover",,,,,,,,,
0,2000-06-24,"Angelic Brewery, Madison, WI, USA",,"['Oops!...I Did It Again (Britney Spears) was quoted before Trenchtown Rock', 'Example 1 was preceded by Ryan playing the bassline for The Fuzz (its first appearance)']",{'1': 'with Billy Madison theme ending'},,,"Red Baron,  FF -> Slacker >  Linus and Lucy -> Slacker,  Kimble,  Trenchtown Rock","Example 1 >  Flying >  Example 1,  Divisions,  Fool in the Rain,  Make Me","Muff II The Revenge >  Q*Bert >  Der Bluten Kat,  Down Under[1],  Andy's Last Beer,  Chameleon >  Phil's Farm,  All Night Long",,,,,,,,
0,2000-06-25,"Randolph Street Festival, Chicago, IL, USA",,None,{},,"Slacker,  Muff II The Revenge,  Prowler >  2nd Self,  Trenchtown Rock,  The Fussy Dutchman,  Front Porch,  Andy's Last Beer",,,,,,,,,,,
0,2000-06-30,"The Canopy Club, Urbana, IL, USA",,None,{'1': 'with Flying (The Beatles) tease'},,,"Example 1[1],  Mamu,  Muff II The Revenge,  Cantaloupe Island,  The Other Side of Things >  Drums >  You Can't Blame the Youth,  2x2,  Big Bottom,  Nachos for Two","Intro >  Andy's Last Beer,  Prowler >  Q*Bert,  Up on Cripple Creek >  The Fussy Dutchman >  Raymond,  Wabash,  2nd Self >  Chevrolet,  Front Porch",,,,,,,,,
0,2000-07-03,"Joe's, Chicago, IL, USA",,None,"{'1': 'with Imperial March (Star Wars) (John Williams) tease', '2': 'with The Star-Spangled Banner (Francis Scott Key) tease', '3': 'ended with California Love (2Pac) quotes (with ""Compton"" changed to ""Ditka"" and ""Sweetness"")'}",,,"Phil's Farm >  Slacker,  All Things Ninja[1],  Kinky Reggae,  Kimble,  Much Obliged,  Se A Cabo,  Andy's Last Beer[2]","A Go Go >  Regulate[3],  All In Time,  Hangover >  Garbage Man >  Hangover,  Jose >  FF >  The Fussy Dutchman,  Muff II The Revenge,  Freedom! '90,  Example 1,  August >  Jessica,  Nachos for Two",,,,,,,,,
0,2000-07-08,"Bell's Brewery, Kalamazoo, MI, USA",,None,{},,,"Divisions,  Sociable Jimmy,  Mamu,  Kinky Reggae,  Thin Air >  Sweetness >  August >  That's What Love Will Make You Do >  Andy's Last Beer","The Fussy Dutchman,  FF >  Hangover >  Garbage Man >  Hangover,  Power of Soul,  Nachos for Two,  2x2,  Cissy Strut",,,,,,,,,
0,2000-07-10,"Dead Creek Campground, Noblesville, IN, USA",,['after Phish concert at Deer Creek'],"{'1': 'complete with two power outages, show resumed after an hour break'}",,"Der Bluten Kat[1],  2x2,  Nachos for Two,  Kinky Reggae,  Q*Bert >  Prowler >  2nd Self,  Sociable Jimmy,  All Night Long >  All Things Ninja,  Andy's Last Beer,  Regulate,  Example 1,  Front Porch >  Bob's Cloud >  Front Porch,  The Fussy Dutchman",,,,,,,,,,,
0,2000-07-21,"Martyrs', Chicago, IL, USA",,['Supporting Deep Banana Blackout'],{},,"Prowler >  2nd Self >  Sociable Jimmy,  The Fussy Dutchman,  Example 1,  All Things Ninja,  2x2 >  Q*Bert >  Phil's Farm,  Der Bluten Kat",,,,,,,,,,,
0,2000-07-22,"The Patio, Indianapolis, IN, USA",,None,"{'1': 'debut, Beck', '2': 'debut, Pink Floyd'}",,,"Mamu >  All In Time,  Thin Air,  I Want You Back,  Muff II The Revenge >  Q*Bert >  Orfeo >  Andy's Last Beer,  Slacker","A Go Go >  August >  Jose >  FF >  Up on Cripple Creek >  Debra[1],  All Things Ninja >  Young Lust[2] >  All Things Ninja,  Hajimemashite >  Hangover,  Coming In From the Cold >  Raymond,  Dirty Love",,Front Porch,,,,,,,
0,2000-07-27,"The Bluebird Nightclub, Bloomington, IN, USA",,None,{'1': 'with Justify My Love (Madonna) mouth jam'},,,"Kimble,  2nd Self >  Fool in the Rain >  Track Meet,  Phil's Farm >  All In Time >  The Other Side of Things >  Drums,  Sociable Jimmy,  Kinky Reggae","Prowler >  2x2 >  Jose >  Dear Lord >  Fool in the Rain,  Example 1,  Hey Nineteen >  Much Obliged >  Hangover[1] >  Much Obliged",,Spain,,,,,,,
0,2000-07-28,"The Cubby Bear, Chicago, IL, USA",,None,"{'1': 'with Waterfalls (TLC) quote', '2': 'with Entrance of the Gladiators (Julius Fučík) tease'}",,,"Slacker >  Infernal Dance of All Kastchei's Subjects >  Rosanna,  FF >  Jesus Is Just Alright -> Mamu,  Divisions,  Muff II The Revenge","Front Porch[1] >  Cantaloupe Island[2] >  Andy's Last Beer,  Hajimemashite >  Young Lust,  The Fussy Dutchman,  Trenchtown Rock,  Nachos for Two",,,,,,,,,
0,2000-07-29,"Benchwarmers, South Bend, IN, USA",,['Brendan quoted California Love (2Pac) after 2nd Self (with lyrics changed to reference South Bend)'],"{'1': 'with Imperial March (Star Wars) (John Williams) tease', '2': 'with Nick Kovach on harmonica', '3': 'with Another Brick In the Wall (Pink Floyd) tease', '4': 'with Muffburger Sandwich tease', '5': 'with Hey Jude (The Beatles) jam'}",,,"August -> Prowler[1] >  2nd Self,  Power of Soul,  Much Obliged >  Chameleon >  Much Obliged,  All In Time >  Thin Air,  Down Under","Der Bluten Kat,  Q*Bert >  Jose >  That's What Love Will Make You Do[2],  Phil's Farm >  Andy's Last Beer,  Hangover >  Garbage Man >  Hangover >  Young Lust[3] >  Sweetness >  Hangover,  Church[2],  2x2[4]",,Patience[5],,,,,,,
0,2000-08-05,"Wetlands Preserve, New York, NY, USA",,None,{},,"All Things Ninja >  Slacker >  Prowler >  2nd Self,  Andy's Last Beer,  2x2",,,,,,,,,,,
0,2000-08-17,"Piere's Entertainment Center, Fort Wayne, IN, USA",,None,"{'1': 'debut, original', '2': 'heavy metal style', '3': 'with Born Under a Bad Sign (William Bell/Booker T. Jones) tease', '4': 'only second half of song was played'}",,,"Q*Bert >  FF >  Fool in the Rain >  Muff II The Revenge >  Q*Bert -> Fool in the Rain,  2x2,  Ask Me No Questions,  Out Of Order[1],  Front Porch","Intro[2] >  Example 1,  Make Me,  Slacker >  Flying >  Pay the Snucka[1] >  Linus and Lucy >  Slacker[3] >  August >  Hey Nineteen,  Nachos for Two[4]",,,,,,,,,
0,2000-08-18,"Club Soda, Kalamazoo, MI, USA",,None,"{'1': 'debut, Esther Phillips'}",,,"All Things Ninja,  Divisions,  Hurtin' House[1],  The Fussy Dutchman,  Prowler >  2nd Self >  Jessica","Andy's Last Beer,  Out Of Order,  Walk the Proud Land,  Much Obliged >  Phil's Farm >  Jose >  Se A Cabo,  Hangover",,,,,,,,,
0,2000-08-19,"Weed Street Summer Fest, Chicago, IL, USA",,None,{'1': 'heavy metal jam'},,"Red Baron >  Slacker >  Sweetness >  Slacker >  Der Bluten Kat,  I Want You Back,  Out Of Order,  All In Time,  Andy's Last Beer,  Q*Bert >  Cantaloupe Island >  Q*Bert,  Jam[1] >  Sociable Jimmy",,,,,,,,,,,
0,2000-08-20,"The Star Plaza Theatre, Meriville, IN, USA",Maceo Parker and Béla Fleck & the Flecktones,None,{},,Prowler >  2x2 >  Q*Bert >  The Fussy Dutchman,,,,,,,,,,,
0,2000-08-24,"Brother Jimmy's, Chicago, IL, USA",,['Bob was briefly teased before 2nd Self'],"{'1': 'jam only; with Coley Frucci rapping', '2': 'with Muffburger Sandwich tease', '3': 'debut, Bee Gees'}",,,"Example 1 >  August >  Nachos for Two >  You Can't Blame the Youth,  Slacker >  Pay the Snucka >  Slacker,  Out Of Order,  Church","Der Bluten Kat,  Rapper's Delight[1],  Hurtin' House,  Hey Nineteen,  All Things Ninja,  2nd Self[2] >  Jive Talkin'[3] >  Mamu,  Andy's Last Beer",,,,,,,,,
0,2000-08-25,"The Patio, Indianapolis, IN, USA",,None,{'1': 'with fan on garden hose'},,,"Sociable Jimmy,  Front Porch,  Divisions,  Kinky Reggae,  The Fussy Dutchman,  Out Of Order,  Billie Jean,  Phil's Farm","Much Obliged[1] >  2nd Self >  Prowler >  2x2 >  Q*Bert >  All In Time,  Hangover >  Garbage Man >  Hangover",,Der Bluten Kat,,,,,,,
0,2000-08-26,"The Bluebird Nightclub, Bloomington, IN, USA",,None,{'1': 'ended with Tim Donlan on garden hose'},,,"Mamu >  FF >  Andy's Last Beer,  Out Of Order,  Young Lust[1] >  Jose >  Drums >  All Things Ninja >  Regulate >  All Things Ninja >  Thin Air","Nachos for Two >  2nd Self >  Hurtin' House,  The Fussy Dutchman,  Slacker >  Pay the Snucka >  My Favorite Things >  Slacker,  Example 1",,Down Under,,,,,,,
0,2000-08-30,"The Roost, Dennison University, Granville, OH, USA",,None,{},,"Kimble,  Example 1,  Rosanna,  2nd Self >  Muff II The Revenge >  Q*Bert >  Mamu,  Front Porch >  Red Baron,  Divisions,  All Night Long,  Prowler >  2x2,  Jam",,,,,,,,,,,
0,2000-09-01,"The State Theatre, South Bend, IN, USA",,"[""first show with Jake Cinninger as a member of Umphrey's McGee""]","{'1': 'debut, Biz Markie; Ryan on vocals', '2': 'with Born Under a Bad Sign (Booker T. Jones) teases', '3': 'with Q*Bert tease'}",,,"Sociable Jimmy,  Much Obliged,  Thin Air,  Coming In From the Cold >  Nachos for Two,  All In Time,  Red Baron,  Pow >  Out Of Order,  I Want You Back","A Go Go,  Der Bluten Kat,  2nd Self,  Just a Friend[1] >  Jose >  Drums >  Phil's Farm,  Andy's Last Beer,  Jive Talkin'[2] >  2x2[3] -> Linus and Lucy >  Celtic Alleluia,  Hangover >  Garbage Man >  Hangover",,,,,,,,,
