primary_key,date,title,venue,city,state,country,vip,support,notes,tags,set_ct,song_ct
10-05-2000-South_Bend-2-18,10-05-2000,"The State Theatre, South Bend, IN, USA",The State Theatre,South Bend,IN,USA,False,,,"{1: ""debut, original (Ali Baba's Tahini composition)""}",2,18
10-06-2000-Chicago-2-21,10-06-2000,"Park West, Chicago, IL, USA",Park West,Chicago,IL,USA,False,,,"{1: 'with Waterfalls (TLC) quote', 2: 'with Josh Quinlan on alto saxophone', 3: 'debut, Miles Davis; with Josh Quinlan on alto saxophone'}",2,21
10-12-2000-Pittsburgh-2-28,10-12-2000,"Pittsburgh Deli Company, Pittsburgh, PA, USA",Pittsburgh Deli Company,Pittsburgh,PA,USA,False,,,"{1: 'with All Things Ninja intro', 2: 'debut, Toto'}",2,28
10-13-2000-New_York-2-16,10-13-2000,"Wetlands Preserve, New York, NY, USA",Wetlands Preserve,New York,NY,USA,False,,,{},2,16
10-16-2000-South_Bend-2-29,10-16-2000,"Mickey's Pub, South Bend, IN, USA",Mickey's Pub,South Bend,IN,USA,False,,"[""The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased after Phil's Farm"", ""Sweet Child o' Mine was preceded by a tease and quote of Higher (Creed) and followed by Bob and Purple Haze (Jimi Hendrix) teases and a Dr. Feelgood (Mötley Crüe) tease and quote""]","{1: 'with Steve Krojniewski on percussion', 2: 'with Jack Straw (Grateful Dead) quote from Mike and with Music (Madonna) lyrics', 3: 'with Music (Madonna) lyrics', 4: ""with Steve Krojniewski on percussion and with Sweet Child O' Mine (Guns n' Roses) and Coming to America (Neil Diamond) teases"", 5: 'with Low Rider (War) teases, Jerky Boys quotes, and Cantina Band (John Williams) teases', 6: ""incomplete; with Sweet Child O' Mine (Guns n' Roses) teases"", 7: 'with The Star Spangled Banner (\u200eFrancis Scott Key) tease'}",2,29
10-17-2000-Bloomington-2-17,10-17-2000,"Axis, Bloomington, IN, USA",Axis,Bloomington,IN,USA,False,,,{},2,17
10-18-2000-Kalamazoo-2-20,10-18-2000,"Club Soda, Kalamazoo, MI, USA",Club Soda,Kalamazoo,MI,USA,False,,,{},2,20
10-20-2000-Urbana-1-17,10-20-2000,"The Canopy Club, Urbana, IL, USA",The Canopy Club,Urbana,IL,USA,False,,,"{1: ""debut, original (Ali Baba's Tahini composition)"", 2: 'with I Remember You (Skid Row) and Every Rose Has Its Thorn (Poison)', 3: 'with Sociable Jimmy intro'}",1,17
10-21-2000-DeKalb-2-20,10-21-2000,"Otto's, DeKalb, IL, USA",Otto's,DeKalb,IL,USA,False,,,{},2,20
10-27-2000-South_Bend-1-11,10-27-2000,"The State Theatre, South Bend, IN, USA",The State Theatre,South Bend,IN,USA,False,Living Daylights,,"{1: 'with Jessica Lurie on alto saxophone', 2: 'debut, Stevie Ray Vaughan', 3: ""debut, original (Ali Baba's Tahini composition)""}",1,11
10-28-2000-South_Bend-2-18,10-28-2000,"The State Theatre, South Bend, IN, USA",The State Theatre,South Bend,IN,USA,False,,"['Front Porch featured an ""Oompa Loompa"" dance.']","{1: ""debut, original (Ali Baba's Tahini composition)"", 2: 'debut, The Beatles'}",2,18
10-31-2000-Chicago-3-26,10-31-2000,"Martyrs', Chicago, IL, USA",Martyrs',Chicago,IL,USA,False,,['The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased before Regulate'],"{1: 'with 10th Grade intro', 2: 'with California Love (2Pac) quote (with lyrics changed)', 3: 'with Nick Kovach on harmonica', 4: 'debut, Snoop Dogg', 5: 'began with Halloween Theme (John Carpenter) tease'}",3,26
11-08-2000-Ann_Arbor-1-12,11-08-2000,"The Blind Pig, Ann Arbor, MI, USA",The Blind Pig,Ann Arbor,MI,USA,False,,['the show was simulcast on the Digital Club Network'],{1: 'with Funkytown (Lipps Inc) tease'},1,12
11-09-2000-Kalamazoo-3-19,11-09-2000,"Bell's Brewery, Kalamazoo, MI, USA",Bell's Brewery,Kalamazoo,MI,USA,False,,"['Kimble was preceded by a Hail to the Chief (James Sanderson) and World News Tonight theme (Edd Kalehoff) teases', ""You Can't Blame the Youth was preceded by a Hail to the Chief tease and followed by a Skip tease and quote"", 'Example 1 was preceded by a Hail to the Chief tease and followed by an 1812 Overture (Tchaikovsky) tease from Joel']","{1: 'with Follow The Yellow Brick Road (Harold Arlen and E.Y. ""Yip"" Harburg) tease', 2: ""with Syncopated Strangers (Ali Baba's Tahini) tease"", 3: 'with Hail to the Chief (James Sanderson), 2nd Self, and Divisions teases', 4: 'with Shake Ya Ass (Mystikal) quotes and Jessica (The Allman Brothers Band) teases'}",3,19
11-10-2000-South_Bend-3-16,11-10-2000,"The State Theatre, South Bend, IN, USA",The State Theatre,South Bend,IN,USA,False,,,{},3,16
11-11-2000-Chicago-1-4,11-11-2000,"The Vic Theatre, Chicago, IL, USA",The Vic Theatre,Chicago,IL,USA,False,,['supporting Leftover Salmon'],{},1,4
11-16-2000-Dayton-2-16,11-16-2000,"Kennedy Union Pub, University of Dayton, Dayton, OH, USA","Kennedy Union Pub, University of Dayton",Dayton,OH,USA,False,,,{},2,16
11-17-2000-Chicago-1-15,11-17-2000,"The Cubby Bear, Chicago, IL, USA",The Cubby Bear,Chicago,IL,USA,False,,,"{1: 'debut, The Police', 2: 'with Shake Ya Ass (Mystikal) quote'}",1,15
11-18-2000-Bloomington-2-18,11-18-2000,"The Bluebird Nightclub, Bloomington, IN, USA",The Bluebird Nightclub,Bloomington,IN,USA,False,,,"{1: 'debut, Walter Murphy'}",2,18
11-25-2000-Indianapolis-2-20,11-25-2000,"The Patio, Indianapolis, IN, USA",The Patio,Indianapolis,IN,USA,False,Ray's Music Exchange,,"{1: ""Ray's Music Exchange opened; there was no break in the music - Ray's trickled off the stage while Umphrey's trickled on"", 2: 'with Nick Blasky on additional vocals', 3: 'with Bob intro', 4: 'with Tim Donlan on the garden hose'}",2,20
11-29-2000-Chicago-1-10,11-29-2000,"The Double Door, Chicago, IL, USA",The Double Door,Chicago,IL,USA,False,,['This show was simulcast on the Digital Club Network'],{},1,10
11-30-2000-Notre_Dame-2-16,11-30-2000,"LaFortune Ballroom, Notre Dame, IN, USA",LaFortune Ballroom,Notre Dame,IN,USA,False,,,"{1: 'with Star Wars Imperial March (John Williams)', 2: ""with Nick Kovach on harmonica. At one point, Pat Bayliss (Brendan's brother) was on drums while Mike danced""}",2,16
12-01-2000-Milwaukee-3-22,12-01-2000,"Shank Hall, Milwaukee, WI, USA",Shank Hall,Milwaukee,WI,USA,False,,,"{1: ""began with 40's Theme tease"", 2: 'with Kabump tease', 3: ""sung for Vince Iwinski's birthday"", 4: 'debut, original'}",3,22
12-02-2000-South_Bend-3-19,12-02-2000,"The State Theatre, South Bend, IN, USA",The State Theatre,South Bend,IN,USA,False,,,{},3,19
12-07-2000-Urbana-1-15,12-07-2000,"The Canopy Club, Urbana, IL, USA",The Canopy Club,Urbana,IL,USA,False,,,{},1,15
12-08-2000-Palatine-2-20,12-08-2000,"Durty Nellie's, Palatine, IL, USA",Durty Nellie's,Palatine,IL,USA,False,,"['Give Up the Funk (Tear the Roof off the Sucker) (Parliament) and Birthday (The Beatles) were teased before Example 1', 'The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased after Slacker']","{1: 'Cory Current on drums', 2: 'ended with Eruption (Van Halen) tease', 3: 'with Duck Dance', 4: 'Jake on drums, Mike lead vocals'}",2,20
12-09-2000-Chicago-3-21,12-09-2000,"Joe's, Chicago, IL, USA",Joe's,Chicago,IL,USA,False,,,"{1: 'with chorus of Higher (Creed) done a cappella', 2: 'with Josh Quinlan on alto saxophone and Nate Walcott on trumpet'}",3,21
12-14-2000-Bloomington-2-18,12-14-2000,"The Bluebird Nightclub, Bloomington, IN, USA",The Bluebird Nightclub,Bloomington,IN,USA,False,,,{},2,18
12-15-2000-Indianapolis-3-21,12-15-2000,"The Patio, Indianapolis, IN, USA",The Patio,Indianapolis,IN,USA,False,,,"{1: 'debut, Thelonius Monk', 2: 'debut, Katharine Bates and Samuel Ward; Ryan solo', 3: 'with O Christmas Tree'}",3,21
12-16-2000-Kalamazoo-3-17,12-16-2000,"Club Soda, Kalamazoo, MI, USA",Club Soda,Kalamazoo,MI,USA,False,,,{1: 'with Nick Kovach on mouth harp and Tim Donlan on garden hose'},3,17
12-31-2000-Chicago-2-14,12-31-2000,"The Cubby Bear, Chicago, IL, USA",The Cubby Bear,Chicago,IL,USA,False,,"['During Ain\'t No Fun, Teddy Reese came out dressed as One Fat Sucka along with Dave Lillis dressed as a WWF superstar wrestler to help ""regulate""']","{1: 'unfinished; with Rich Cohen on saxophone', 2: 'debut, Robert Burns; with Rich Cohen on saxophone and Also Sprach Zarathustra (Strauss) tease', 3: 'with Rich Cohen on saxophone', 4: 'with Also Sprach Zarathustra (Strauss) tease'}",2,14
01-15-1999-South_Bend-1-1,01-15-1999,"Heartland, South Bend, IN, USA",Heartland,South Bend,IN,USA,False,,['incomplete setlist'],"{1: 'debut, Spinal Tap'}",1,1
01-21-1999-South_Bend-3-31,01-21-1999,"Mickey's Pub, South Bend, IN, USA",Mickey's Pub,South Bend,IN,USA,False,,,"{1: 'debut', 2: 'debut, Led Zeppelin', 3: 'with Waterfalls (TLC) tease'}",3,31
01-22-1999-St._Joseph-1-11,01-22-1999,"Czar's 505, St. Joseph, MI, USA",Czar's 505,St. Joseph,MI,USA,False,,"[""Supporting Ray's Music Exchange""]",{1: 'with power outage'},1,11
01-23-1999-Chicago-1-11,01-23-1999,"Elbo Room, Chicago, IL, USA",Elbo Room,Chicago,IL,USA,False,,,{},1,11
01-28-1999-Notre_Dame-1-7,01-28-1999,"Stepan Center, Notre Dame, IN, USA",Stepan Center,Notre Dame,IN,USA,False,,"[""Supporting Ali Baba's Tahini""]",{},1,7
01-28-1999-South_Bend-1-16,01-28-1999,"Northside Concert Hall, IUSB, South Bend, IN, USA","Northside Concert Hall, IUSB",South Bend,IN,USA,False,,,"{1: 'debut, B.B. King', 2: 'with Joy and Pain (Rob Base)', 3: 'with guest on keys'}",1,16
01-30-1999-South_Bend-3-27,01-30-1999,"Benchwarmers, South Bend, IN, USA",Benchwarmers,South Bend,IN,USA,False,,,"{1: 'rap by Dennis', 2: 'rap by Gary ""Dope Rhymes"" Stanfield'}",3,27
02-05-1999-Cincinnati-2-22,02-05-1999,"Barrelhouse Brewery, Cincinnati, OH, USA",Barrelhouse Brewery,Cincinnati,OH,USA,False,,,{},2,22
02-06-1999-Cincinnati-1-8,02-06-1999,"Ripley's Alive, Cincinnati, OH, USA",Ripley's Alive,Cincinnati,OH,USA,False,,"[""Supporting Ray's Music Exchange""]",{1: 'with Star Wars theme (John Williams) tease'},1,8
02-12-1999-South_Bend-1-15,02-12-1999,"Heartland, South Bend, IN, USA",Heartland,South Bend,IN,USA,False,Knee Deep Shag,,"{1: 'debut, original', 2: 'debut, Chic Corea', 3: 'with Hey Jude (The Beatles) jam', 4: 'with Hangover tease', 5: 'with Stone Crazy (Buddy Guy) quote'}",1,15
02-13-1999-South_Bend-3-29,02-13-1999,"Madison Oyster Bar, South Bend, IN, USA",Madison Oyster Bar,South Bend,IN,USA,False,,,"{1: 'with Cocaine (J.J. Cale) tease', 2: 'with 10th Grade tease and Hajimemashite jam', 3: 'with Woody Woodpecker theme (Tibbles/Idriss) and Kabump teases', 4: 'with Close Encounters of the Third Kind (John Williams) tease', 5: 'with The Humpty Dance (Digital Underground) jam and quotes', 6: 'with Guyute (Phish) teases', 7: 'with California Love (Tupac Shakur) tease', 8: 'with Gary ""Dope Rhymes"" Stanfield and another MC rapping'}",3,29
02-18-1999-Mishawaka-UNK,02-18-1999,"Orbit Music, Mishawaka, IN, USA",Orbit Music,Mishawaka,IN,USA,False,,['free show'],{},-1,-1
02-25-1999-Notre_Dame-UNK,02-25-1999,"Senior Bar, Notre Dame, IN, USA",Senior Bar,Notre Dame,IN,USA,False,,['This show was cancelled.'],{},-1,-1
02-26-1999-Chicago-UNK,02-26-1999,"Martyrs', Chicago, IL, USA",Martyrs',Chicago,IL,USA,False,,,{},-1,-1
02-27-1999-South_Bend-1-23,02-27-1999,"Madison Oyster Bar, South Bend, IN, USA",Madison Oyster Bar,South Bend,IN,USA,False,Ray's Music Exchange,,"{1: ""debut, Ray's Music Exchange"", 2: ""with members of Ray's on keyboard, guitar, and percussion""}",1,23
03-17-1999-South_Bend-2-26,03-17-1999,"Madison Oyster Bar, South Bend, IN, USA",Madison Oyster Bar,South Bend,IN,USA,False,,,"{1: 'debut, John Scofield'}",2,26
03-19-1999-Chicago-1-11,03-19-1999,"Schubas Tavern, Chicago, IL, USA",Schubas Tavern,Chicago,IL,USA,False,Harmless,,{},1,11
03-20-1999-Milwaukee-1-10,03-20-1999,"The Rave Bar, Milwaukee, WI, USA",The Rave Bar,Milwaukee,WI,USA,False,,['Supporting Little Blue Crunchy Things'],{},1,10
03-26-1999-Cincinnati-3-22,03-26-1999,"Ripley's Alive, Cincinnati, OH, USA",Ripley's Alive,Cincinnati,OH,USA,False,,,"{1: 'debut, Peter Tosh', 2: 'with Billy Madison theme introduction'}",3,22
03-27-1999-South_Bend-2-27,03-27-1999,"Madison Oyster Bar, South Bend, IN, USA",Madison Oyster Bar,South Bend,IN,USA,False,,,{},2,27
04-01-1999-South_Bend-2-23,04-01-1999,"Mickey's Pub, South Bend, IN, USA",Mickey's Pub,South Bend,IN,USA,False,,,"{1: 'with Jake Cinninger on guitar', 2: 'debut, Herbie Hancock; with Rich Cohen on alto saxophone', 3: 'debut, Galactic; with Jake Cinninger on guitar and Rich Cohen on alto saxophone', 4: 'with Jake Cinninger on guitar and Rich Cohen on alto saxophone'}",2,23
04-02-1999-Chicago-1-13,04-02-1999,"Elbo Room, Chicago, IL, USA",Elbo Room,Chicago,IL,USA,False,,,"{1: 'with Waterfalls (TLC) jam', 2: 'with Chameleon (Herbie Hancock) jam'}",1,13
04-09-1999-South_Bend-3-29,04-09-1999,"Benchwarmers, South Bend, IN, USA",Benchwarmers,South Bend,IN,USA,False,,,{1: 'ended with Pick Your Nose jam'},3,29
04-10-1999-Grand_Rapids-1-8,04-10-1999,"The Intersection, Grand Rapids, MI, USA",The Intersection,Grand Rapids,MI,USA,False,,,{},1,8
04-16-1999-South_Bend-2-20,04-16-1999,"Cheers, South Bend, IN, USA",Cheers,South Bend,IN,USA,False,Freshwater Collins,,{},2,20
04-17-1999-Chicago-1-13,04-17-1999,"Martyrs', Chicago, IL, USA",Martyrs',Chicago,IL,USA,False,,,{},1,13
04-22-1999-St._Joseph-3-22,04-22-1999,"Czar's 505, St. Joseph, MI, USA",Czar's 505,St. Joseph,MI,USA,False,,,{},3,22
04-23-1999-St._Joseph-3-25,04-23-1999,"Czar's 505, St. Joseph, MI, USA",Czar's 505,St. Joseph,MI,USA,False,,,{},3,25
04-28-1999-South_Bend-3-17,04-28-1999,"Madison Oyster Bar, South Bend, IN, USA",Madison Oyster Bar,South Bend,IN,USA,False,Green Scene,,"{1: 'with Pick Your Nose jam', 2: 'debut, original'}",3,17
04-30-1999-Madison-3-18,04-30-1999,"Mango Grill, Madison, WI, USA",Mango Grill,Madison,WI,USA,False,,,{},3,18
05-01-1999-South_Bend-2-29,05-01-1999,"Seitz Park, South Bend, IN, USA",Seitz Park,South Bend,IN,USA,False,,,{},2,29
05-07-1999-South_Bend-3-23,05-07-1999,"Madison Oyster Bar, South Bend, IN, USA",Madison Oyster Bar,South Bend,IN,USA,False,,,{1: 'with Linus and Lucy (Vince Guaraldi) jam'},3,23
05-11-1999-South_Bend-2-21,05-11-1999,"South Bend Brewery, South Bend, IN, USA",South Bend Brewery,South Bend,IN,USA,False,,,"{1: 'debut, Johnson/Clapton', 2: 'with percussion jam'}",2,21
05-12-1999-South_Bend-2-22,05-12-1999,"713 Notre Dame Avenue, South Bend, IN, USA",713 Notre Dame Avenue,South Bend,IN,USA,False,,,{},2,22
05-15-1999-South_Bend-1-17,05-15-1999,"Quick's Backwoods, South Bend, IN, USA",Quick's Backwoods,South Bend,IN,USA,False,,['date in question'],"{1: 'with Bubblehouse (Medeski Martin & Wood) and Cissy Strut (The Meters) teases', 2: 'jam contained with G-Song teases and Soul Food II ending', 3: 'unfinished'}",1,17
05-19-1999-South_Bend-2-22,05-19-1999,"Madison Oyster Bar, South Bend, IN, USA",Madison Oyster Bar,South Bend,IN,USA,False,Domestic Problems,,"{1: 'with Freebird', 2: 'with Linus and Lucy (Vince Guaraldi) jam', 3: 'debut, Santana'}",2,22
05-20-1999-Chicago-1-8,05-20-1999,"Elbo Room, Chicago, IL, USA",Elbo Room,Chicago,IL,USA,False,,,{},1,8
05-22-1999-Milwaukee-1-6,05-22-1999,"Miramar Theatre, Milwaukee, WI, USA",Miramar Theatre,Milwaukee,WI,USA,False,,['Camp Heartland Benefit'],{},1,6
05-22-1999-Milwaukee-1-10,05-22-1999,"Thai Joe's, Milwaukee, WI, USA",Thai Joe's,Milwaukee,WI,USA,False,,['Supporting Freshwater Collins'],{},1,10
05-23-1999-Chicago-2-22,05-23-1999,"Schubas Tavern, Chicago, IL, USA",Schubas Tavern,Chicago,IL,USA,False,,"['Release party for ""Songs for Older Women""']","{1: 'with Bad (U2) tease', 2: 'with Rich Cohen on alto saxophone', 3: 'with Cantina Band (from Star Wars) (John Williams) jam; with Rich Cohen on alto saxophone', 4: 'with Gregg Andrulis on keyboards', 5: 'with Rich Cohen on alto saxophone and Gregg Andrulis on keyboards'}",2,22
05-27-1999-Cincinnati-3-20,05-27-1999,"Ripley's Alive, Cincinnati, OH, USA",Ripley's Alive,Cincinnati,OH,USA,False,,,"{1: 'with Cantina Band (from Star Wars) (John Williams) jam', 2: ""with Gronus (Ray's Music Exchange) jam""}",3,20
05-29-1999-Chicago-1-8,05-29-1999,"Martyrs', Chicago, IL, USA",Martyrs',Chicago,IL,USA,False,,['Supporting Disco Biscuits'],{},1,8
06-05-1999-South_Bend-1-17,06-05-1999,"Quick's Backwoods, South Bend, IN, USA",Quick's Backwoods,South Bend,IN,USA,False,,['setlist possibly incomplete'],"{1: 'band started playing from P.A. music; includes Bubblehouse (Medeski Martin & Wood) and Cissy Strut (The Meters) teases', 2: 'with G-Song and Soul Food II teases', 3: 'unfinished', 4: 'with member of the crowd on vocals'}",1,17
06-06-1999-South_Bend-2-20,06-06-1999,"South Bend Brewery, South Bend, IN, USA",South Bend Brewery,South Bend,IN,USA,False,,,"{1: 'debut, George Michael; with Mike on lead vocals and Brendan on drums'}",2,20
06-11-1999-Chicago-1-6,06-11-1999,"Elbo Room, Chicago, IL, USA",Elbo Room,Chicago,IL,USA,False,,,{},1,6
06-12-1999-South_Bend-1-12,06-12-1999,"American Legion Hall, South Bend, IN, USA",American Legion Hall,South Bend,IN,USA,False,,['With Billtowne and Funk Harmony Park'],{},1,12
06-17-1999-South_Bend-3-21,06-17-1999,"Mickey's Pub, South Bend, IN, USA",Mickey's Pub,South Bend,IN,USA,False,,,"{1: ""with Mozart's 40th jam"", 2: 'debut, Little Milton; with Jake Cinninger on guitar', 3: 'with Jake Cinninger on guitar', 4: 'debut, Jackson 5; with Jake Cinninger on guitar', 5: 'with Jake Cinninger on guitar, Danny Chamberlain on bass, and others sitting in'}",3,21
06-18-1999-Cincinnati-3-23,06-18-1999,"Barrelhouse Brewery, Cincinnati, OH, USA",Barrelhouse Brewery,Cincinnati,OH,USA,False,,,"{1: 'with Werewolves of London (Warren Zevon) tease', 2: 'ended with Nick Blasky on bass', 3: 'with Nick Blasky on bass'}",3,23
06-19-1999-Oxford-2-19,06-19-1999,"Ozzies, The Balcony, Oxford, OH, USA","Ozzies, The Balcony",Oxford,OH,USA,False,,,"{1: 'soundboard malfunctions', 2: 'soundboard malfunctions; 15 minute break after Drums'}",2,19
06-24-1999-South_Bend-2-26,06-24-1999,"Benchwarmers, South Bend, IN, USA",Benchwarmers,South Bend,IN,USA,False,,,"{1: 'with Jake Cinninger on guitar', 2: 'with Steve Krojniewski and ""Chuck Norris"" on percussion', 3: 'debut, The Doobie Brothers; with Jake Cinninger on guitar', 4: 'debut, original'}",2,26
06-26-1999-Cincinnati-1-15,06-26-1999,"Ripley's Alive, Cincinnati, OH, USA",Ripley's Alive,Cincinnati,OH,USA,False,,"[""With Ray's Music Exchange""]","{1: 'with Andy Farag on drums and Matthew Hawkins on percussion', 2: ""with Gronus (Ray's Music Exchange) teases"", 3: 'with Waterfalls (TLC)'}",1,15
06-29-1999-Buffalo-2-23,06-29-1999,"Calumet Arts Cafe, Buffalo, NY, USA",Calumet Arts Cafe,Buffalo,NY,USA,False,,,{1: 'with Thierry Arsenault on percussion'},2,23
06-30-1999-Allston-3-17,06-30-1999,"Harper's Ferry, Allston, MA, USA",Harper's Ferry,Allston,MA,USA,False,Mighty Purple,,"{1: 'debut, Scott Joplin'}",3,17
07-04-1999-Montreal-2-22,07-04-1999,"Les Conneries, Montreal, QC, Canada",Les Conneries,Montreal,QC,Canada,False,,,{},2,22
07-06-1999-Burlington-1-18,07-06-1999,"Battery Park, Burlington, VT, USA",Battery Park,Burlington,VT,USA,False,,,"{1: 'with First Tube (Trey Anastasio) and Der Bluten Kat teases', 2: 'with Front Porch tease', 3: 'with Waterfalls (TLC)', 4: 'with First Tube and Imperial March (John Williams) teases', 5: 'with Billy Madison theme ending', 6: 'with Bathtub Gin (Phish) tease', 7: 'with Hey Jude (The Beatles) ending'}",1,18
